0.000000000000000000e+00	8.000000000000000291e-10	3.499999999999991222e-09	6.600000000000011950e-09	1.000000000000005646e-08	1.389999999999992594e-08	1.820000000000003724e-08	2.309999999999998186e-08	2.859999999999997155e-08	3.470000000000000632e-08	4.160000000000010119e-08	4.930000000000004441e-08	5.790000000000005524e-08	6.759999999999993034e-08	7.850000000000011397e-08	9.069999999999997176e-08	1.043999999999999422e-07	1.198000000000000537e-07	1.370000000000000753e-07	1.563000000000000430e-07	1.780000000000001910e-07	2.023000000000001108e-07	2.296000000000000442e-07	2.602000000000000138e-07	2.946000000000000572e-07	3.331999999999999925e-07	3.765000000000000693e-07	4.251000000000001206e-07	4.795999999999999271e-07	5.408000000000000780e-07	6.093999999999999379e-07	6.864000000000000054e-07	7.728000000000001438e-07	8.697000000000000122e-07	9.784000000000000260e-07	1.100400000000000298e-06	1.237299999999999783e-06	1.390900000000000312e-06	1.563300000000000135e-06	1.756700000000000265e-06	1.973700000000000263e-06	2.217199999999999710e-06	2.490400000000000754e-06	2.796900000000000276e-06	3.140799999999999643e-06	3.526700000000000471e-06	3.959600000000000172e-06	4.445400000000000671e-06	4.990400000000000535e-06	5.601900000000000525e-06	6.288099999999999986e-06	7.058000000000000017e-06	7.921800000000002657e-06	8.891000000000000086e-06	9.978500000000001109e-06	1.119870000000000172e-05	1.256780000000000188e-05	1.410390000000000061e-05	1.582750000000000050e-05	1.776139999999999905e-05	1.993119999999999647e-05
6.901069946290001334e-07	4.821851851851851562e+12	3.869032258064515625e+12	3.057058823529411621e+12	3.193076923076922852e+12	2.289767441860464844e+12	1.668367346938775146e+12	1.200545454545454346e+12	8.857377049180328369e+11	5.407246376811593628e+11	4.253246753246752930e+11	2.219767441860464783e+11	1.453608247422680664e+11	8.917431192660548401e+10	4.688524590163934326e+10	2.401459854014598465e+10	3.993506493506492615e+10	4.023255813953488159e+10	3.025906735751295090e+10	3.244239631336405563e+10	2.967078189300411224e+10	3.732600732600732422e+10	2.241830065359476852e+10	1.406976744186046410e+10	2.038860103626942825e+10	1.314087759815242577e+10	2.098765432098765182e+10	1.926605504587155819e+09	1.147058823529411697e+10	1.072886297376093483e+10	8.493506493506493568e+09	5.601851851851851463e+09	7.017543859649122238e+09	5.501379944802206993e+09	2.385245901639344215e+09	4.170927684441197395e+09	4.264322916666666508e+09	1.919953596287703037e+09	2.001034126163391590e+09	3.737327188940091610e+09	2.143737166324434996e+09	1.961932650073206663e+09	1.706362153344208717e+09	1.247455655713870287e+09	1.409691629955947161e+09	1.145761145761145830e+09	1.776451214491559982e+09	1.034862385321100831e+09	8.470973017170891762e+08	7.534246575342464447e+08	7.429536303416028023e+08	6.494558925677239895e+08	2.754849360297151804e+08	4.137931034482758641e+08	4.269791837403703928e+08	3.096924987217880487e+08	1.998567801575418413e+08	1.282200046414481252e+08	2.978437354568488002e+08	2.474882477647708952e+08	2.378214080341739953e+08
6.896690063480000470e-07	5.157777777777777344e+12	4.172580645161289551e+12	3.259117647058823242e+12	3.345641025641025391e+12	2.483023255813953125e+12	1.730408163265305908e+12	1.326909090909090820e+12	9.383606557377049561e+11	6.066666666666666260e+11	4.232467532467531738e+11	3.374418604651162720e+11	1.893814432989690857e+11	1.116513761467889709e+11	7.901639344262295532e+10	4.335766423357664490e+10	5.948051948051947021e+10	6.151162790697673798e+10	5.279792746113989258e+10	3.059907834101382446e+10	3.641975308641974640e+10	3.732600732600732422e+10	2.486928104575163269e+10	1.880813953488372040e+10	2.670984455958549118e+10	2.577367205542725372e+10	1.131687242798353767e+10	8.587155963302751541e+09	1.008169934640522766e+10	1.147230320699708557e+10	6.285714285714285851e+09	8.437499999999999046e+09	7.977296181630545616e+09	4.940202391904323578e+09	5.155737704918032646e+09	4.273192111029948235e+09	6.816406250000000000e+09	2.819025522041763306e+09	2.849017580144777298e+09	2.788018433179723263e+09	2.349075975359342575e+09	2.946559297218155384e+09	2.247960848287112713e+09	1.628380343123000860e+09	2.184503757450116634e+09	1.108801108801108837e+09	1.432688349114861965e+09	9.045871559633026123e+08	1.161079313164350033e+09	5.508598076362575293e+08	9.481750876737238169e+08	7.663811067376707792e+08	6.995460173338835239e+08	5.526436781609195471e+08	5.589247664317324162e+08	4.462785771674823165e+08	1.419178438903717101e+08	3.631933163146901727e+08	5.786235069031490088e+08	2.456447598857037127e+08	2.850570935677318573e+08
6.892299804690000437e-07	5.126296296296295898e+12	4.124838709677418945e+12	3.085588235294117188e+12	3.504615384615384277e+12	2.306279069767441406e+12	1.643061224489795654e+12	1.285272727272727051e+12	8.240983606557376709e+11	5.666666666666666260e+11	4.276623376623375854e+11	2.589534883720929871e+11	1.781443298969072266e+11	9.770642201834860229e+10	4.524590163934426117e+10	4.729927007299269867e+10	4.441558441558441162e+10	4.494186046511627197e+10	1.715025906735751152e+10	4.165898617511521149e+10	2.267489711934156036e+10	3.725274725274724579e+10	1.568627450980392075e+10	6.511627906976743698e+09	1.531088082901554298e+10	1.653579676674365044e+10	5.658436213991768837e+09	1.047706422018348503e+10	7.745098039215685844e+09	1.017492711370262527e+10	7.766233766233766556e+09	1.539351851851851702e+09	5.232198142414859772e+09	3.661453541858325005e+09	4.967213114754097939e+09	4.265887509130752087e+09	3.417968750000000000e+09	2.250580046403712273e+09	2.068252326783867359e+09	5.990783410138248205e+08	2.303901437371663094e+09	1.471449487554904938e+09	1.272430668841761827e+09	1.797034021517883062e+09	1.534076185540295601e+09	1.598521598521598339e+09	1.432688349114861965e+09	9.871559633027521372e+08	7.179067865903515816e+08	5.494025065578547716e+08	5.572152227562021017e+08	3.310951609168789387e+08	4.178704085843994021e+08	4.165517241379310489e+08	5.638419931158825159e+08	1.723760134394857883e+08	2.447757307466961741e+08	3.951032722209329009e+08	2.869848492683178782e+08	2.438012720066365004e+08	2.271420356526739597e+08
6.887919921880000631e-07	5.329629629629628906e+12	4.210967741935483398e+12	3.212058823529411621e+12	3.425897435897435547e+12	2.415581395348836914e+12	1.714693877551020020e+12	1.338181818181818115e+12	9.050819672131147461e+11	5.921739130434782715e+11	4.137662337662337036e+11	2.627906976744185791e+11	1.893814432989690857e+11	9.788990825688072205e+10	4.188524590163934326e+10	3.306569343065693283e+10	3.149350649350648880e+10	5.279069767441860199e+10	2.715025906735751343e+10	2.857142857142857361e+10	3.563786008230451965e+10	2.179487179487179184e+10	2.130718954248365784e+10	4.825581395348836899e+09	1.906735751295336533e+10	2.092378752886836243e+10	9.897119341563785553e+09	5.926605504587155342e+09	7.875816993464051247e+09	7.973760932944607735e+09	7.194805194805194855e+09	3.611111111111110687e+09	6.532507739938079834e+09	7.129714811407543182e+09	2.868852459016393185e+09	2.205989773557341099e+09	3.411458333333333492e+09	2.401392111368909359e+09	1.773526370217166185e+09	1.870967741935483694e+09	2.640657084188911438e+09	2.500000000000000000e+09	1.298531810766721010e+09	2.131433556266356468e+09	1.635138636952578545e+09	7.299607299607299566e+08	1.407986825854260683e+09	9.357798165137612820e+08	9.272281275551921129e+08	4.561352375400757194e+08	8.104948694635666609e+08	3.635100717758740187e+08	5.272389599669829607e+08	7.245977011494252682e+08	4.958203573184723258e+08	2.695201227083485723e+08	1.152268732504394203e+08	2.906706892550475597e+08	2.652670768912559748e+08	1.050788091068301052e+08	1.708699581040006578e+08
6.883530273440000001e-07	5.101111111111110352e+12	4.018064516129031738e+12	3.253529411764705566e+12	3.311538461538461426e+12	2.293023255813953125e+12	1.710816326530612061e+12	1.281454545454545410e+12	8.390163934426229248e+11	5.633333333333332520e+11	3.266233766233765869e+11	2.244186046511627808e+11	1.193814432989690857e+11	5.899082568807338715e+10	5.163934426229508400e+09	9.197080291970802307e+09	2.818181818181817627e+10	2.319767441860464859e+10	5.336787564766839027e+09	3.322580645161290359e+10	1.551440329218106842e+10	1.106227106227106094e+10	9.248366013071893692e+09	4.011627906976743698e+09	1.101036269430051804e+10	4.572748267898384094e+09	1.096707818930041122e+10	4.880733944954128265e+09	1.258169934640522718e+09	6.049562682215744019e+09	4.441558441558441162e+09	1.956018518518518448e+09	5.675954592363260269e+09	1.867525298988040209e+09	1.918032786885245800e+09	6.939371804236668348e+08	2.714843750000000000e+09	3.288863109048723698e+09	1.003102378490175724e+09	7.142857142857141495e+08	8.090349075975358486e+08	7.723279648609077930e+08	0.000000000000000000e+00	1.317243384704856157e+09	4.379372894532262683e+08	2.240702240702240467e+08	3.869905310827500224e+08	4.715596330275228620e+08	5.609157808667211533e+08	2.054794520547944903e+08	6.987920509157032967e+08	4.978004167631395906e+07	3.838217086256706119e+08	1.875862068965517282e+08	3.761678413374856114e+08	1.687239792564458549e+08	6.770392552568192780e+07	2.517985611510791183e+08	3.169760587414033413e+08	9.401788183242693543e+07	7.516635176209644973e+07
6.879149780270000510e-07	5.405555555555555664e+12	4.178709677419354004e+12	3.463529411764705566e+12	3.718974358974358887e+12	2.397906976744186035e+12	1.830612244897958740e+12	1.365272727272727051e+12	8.918032786885245361e+11	6.001449275362318115e+11	4.266233766233765869e+11	2.558139534883720703e+11	1.655670103092783508e+11	9.247706422018347168e+10	4.467213114754098511e+10	3.467153284671532440e+10	3.967532467532466888e+10	2.470930232558139420e+10	1.202072538860103607e+10	1.792626728110599136e+10	2.374485596707818604e+10	3.069597069597069168e+10	2.705882352941176224e+10	1.549418604651162720e+10	2.689119170984455872e+10	2.554272517321016312e+10	1.732510288065843582e+10	4.036697247706421852e+09	8.218954248366012573e+09	6.370262390670555115e+09	9.402597402597402573e+09	3.807870370370369911e+09	4.220846233230133533e+09	5.436982520699171066e+09	2.196721311475409508e+09	2.972972972972972870e+09	3.587239583333333492e+09	2.824825986078886032e+09	1.592554291623577833e+09	2.410138248847926140e+09	1.523613963039014101e+09	2.320644216691069126e+09	5.905383360522023439e+08	1.314335562663564920e+09	1.749157812904897690e+09	1.282051282051281929e+09	1.354466858789625168e+09	9.027522935779814720e+08	6.606704824202780724e+08	3.541241620518798828e+08	1.133913495259124517e+09	2.153276221347534060e+08	2.961205117622781396e+08	4.928735632183908224e+08	3.999344369775446057e+08	3.060404645387480855e+08	1.822797994922205508e+08	2.001624506846135855e+08	2.869848492683178782e+08	2.456447598857037127e+08	1.552616446233467460e+08
6.874760131840000163e-07	5.590370370370370117e+12	4.315806451612902344e+12	3.303529411764705566e+12	3.567435897435897461e+12	2.534418604651162598e+12	1.792448979591836426e+12	1.270545454545454346e+12	8.957377049180328369e+11	5.505797101449274902e+11	4.422077922077921143e+11	2.431395348837209167e+11	1.552577319587629089e+11	8.844036697247705078e+10	1.303278688524590111e+10	1.810218978102189636e+10	1.181818181818181610e+10	3.145348837209302139e+10	3.165803108808290100e+10	1.359447004608295059e+10	2.181069958847736359e+10	2.260073260073259735e+10	1.392156862745097923e+10	9.912790697674417496e+09	8.834196891191709518e+09	1.362586605080831528e+10	1.561728395061728287e+10	1.376146788990825653e+09	1.011437908496731949e+10	5.087463556851312637e+09	4.883116883116883278e+09	3.599537037037036896e+09	3.426212590299277306e+09	5.142594296228150368e+09	2.172131147540983677e+09	1.899196493791088104e+09	4.531250000000000000e+09	1.635730858468677521e+09	3.665977249224404812e+09	1.585253456221198082e+09	1.404517453798767805e+09	1.372620790629575491e+09	1.030995106035889030e+09	1.608025588833963394e+09	1.186835967867323160e+09	3.626703626703626513e+08	1.109510086455331326e+09	3.871559633027522564e+08	6.950122649223221540e+08	5.435733022442436218e+08	8.364722691258604527e+08	5.290576522343134880e+08	6.881964506809738874e+08	3.337931034482758641e+08	3.278151122766758800e+08	1.132130596742385626e+08	7.226092051298743486e+07	2.129264330471106768e+08	1.044521433372976780e+08	1.778965803299843073e+08	1.663517620964429379e+08
6.870380249020000075e-07	5.644074074074073242e+12	4.432903225806451172e+12	3.447647058823529297e+12	3.669743589743589355e+12	2.466976744186046387e+12	1.818775510204081299e+12	1.307454545454545410e+12	9.701639344262294922e+11	5.340579710144927368e+11	3.814285714285713501e+11	2.445348837209302063e+11	1.283505154639175415e+11	9.311926605504585266e+10	3.754098360655738068e+10	3.007299270072992706e+10	4.324675324675324249e+10	3.476744186046511078e+10	2.922279792746113968e+10	1.963133640552995300e+10	2.098765432098765182e+10	2.776556776556776428e+10	1.977124183006535721e+10	6.453488372093022346e+09	9.922279792746112823e+09	1.032332563510392761e+10	7.510288065843620300e+09	7.798165137614678383e+09	1.001633986928104401e+10	3.979591836734694481e+09	4.779220779220779419e+09	2.060185185185184956e+09	1.527347781217750072e+09	4.885004599816006660e+09	3.237704918032786846e+09	2.994886778670562267e+09	2.981770833333333492e+09	8.294663573085846901e+08	2.466390899689761639e+09	1.110599078341013670e+09	8.993839835728951693e+08	1.251830161054172754e+09	9.135399673735725880e+08	1.671997673742367029e+09	1.360456076703809261e+09	4.088704088704088330e+08	1.080691642651296616e+09	1.132110091743119001e+09	8.176614881439083815e+07	1.384436024482657909e+08	7.611378101052083969e+08	4.040287103496179581e+08	3.322327692942632437e+08	2.160919540229884982e+08	1.647270939190296531e+08	3.710466729968592525e+08	1.529848317166851163e+08	2.477372940357391238e+08	2.109726459486012459e+08	1.792791962392846942e+08	1.445822722418467104e+08
6.865989990230001100e-07	5.951111111111110352e+12	4.422903225806451172e+12	3.654411764705882324e+12	3.782820512820512695e+12	2.748372093023255371e+12	1.868979591836734375e+12	1.540363636363636230e+12	9.903278688524589844e+11	5.678260869565217285e+11	4.587012987012986450e+11	3.106976744186046143e+11	1.673195876288659973e+11	8.137614678899081421e+10	2.549180327868852615e+10	3.109489051094890594e+10	4.714285714285713959e+10	3.540697674418604279e+10	1.388601036269429970e+10	3.672811059907834625e+10	4.263374485596707153e+10	1.956043956043955994e+10	1.617647058823529243e+10	5.930232558139533997e+09	1.865284974093264008e+10	1.242494226327944565e+10	1.991769547325102615e+10	2.825688073394495010e+09	7.271241830065359116e+09	1.016034985422740555e+10	6.987012987012987137e+09	2.662037037037036896e+09	7.368421052631577492e+09	2.253909843606255531e+09	3.868852459016393185e+09	3.403944485025565624e+09	5.833333333333333015e+09	2.494199535962876797e+09	1.427094105480868578e+09	1.525345622119815588e+09	1.441478439425051212e+09	1.753294289897511005e+09	1.125611745513866186e+09	1.596394300668799162e+09	1.635138636952578545e+09	9.332409332409331799e+08	1.626183614656236887e+09	9.394495412844035625e+08	6.737530662305805683e+08	8.029728941999416351e+08	9.962332770489673615e+08	5.487381338272747993e+08	2.661989269500618577e+08	6.354022988505747318e+08	3.778069168988689780e+08	2.315389672047330439e+08	1.490788360132803917e+08	1.908795544209793210e+08	2.647499870727545023e+08	1.447137985067747831e+08	2.012650948821161687e+08
